itemName,itemId,jobName,itemTypeDetail,SkillName,Value(min),(max),(value)
초월자의 진의 - 자이언트,06590552701e67ffc0592d01abbc9502,격투가(남),보조장비,블로우 스트라이크,2,,
초월자의 진의 - 제너럴,c5003028b694d1d20d3a79528d1e10eb,거너(남),보조장비,특수기동전대 '블랙 로즈',2,,
초월자의 진의 - 제너럴,c5003028b694d1d20d3a79528d1e10eb,거너(남),보조장비,네이팜 탄,2,,
초월자의 진의 - 챔피언,0c42f519897914e6a3efb29c623dbe5f,격투가(여),보조장비,사상최강의 로킥,2,,
초월자의 진의 - 챔피언,0c42f519897914e6a3efb29c623dbe5f,격투가(여),보조장비,라이트닝 댄스,2,,
초월자의 진의 - 천수나한,313fe3165343a439ff6e4ade10854b4b,격투가(남),보조장비,천붕지괴,2,,
초월자의 진의 - 천수나한,313fe3165343a439ff6e4ade10854b4b,격투가(남),보조장비,크레이지 발칸,2,,
초월자의 진의 - 코어 마스터,800c352fe3a0248d6fa0a514252092af,총검사,보조장비,이미션,2,,
초월자의 진의 - 코어 마스터,800c352fe3a0248d6fa0a514252092af,총검사,보조장비,버스트 필드,2,,
초월자의 진의 - 타이런트,0fc792eb5494c74f70e83b9b503a3eda,나이트,보조장비,드래곤 스매쉬,2,,
초월자의 진의 - 타이런트,0fc792eb5494c74f70e83b9b503a3eda,나이트,보조장비,울부짖는 뇌광,2,,
초월자의 진의 - 토네이도,43395478c17161ffa318e64def1ad6dc,격투가(여),보조장비,기간틱 타이푼,2,,
초월자의 진의 - 토네이도,43395478c17161ffa318e64def1ad6dc,격투가(여),보조장비,스파이어,2,,
초월자의 진의 - 트릭스터(암명),572f73dc224888ce86a796f0a59d4eba,마법사(여),보조장비,퓨전 크래프트,2,,
초월자의 진의 - 트릭스터(화수),287885879eb3366a8a9afc5fb6f82ea3,마법사(여),보조장비,퓨전 크래프트,2,,
초월자의 진의 - 프로즌하트,64064f1135e9bb7e9f01f46044556331,마법사(남),보조장비,빙류환,2,,
초월자의 진의 - 프로즌하트,64064f1135e9bb7e9f01f46044556331,마법사(남),보조장비,블리자드 스톰,2,,
초월자의 진의 - 피스메이커,33f295e14838c07e63b3f74b808d793a,나이트,보조장비,뱅가드 스트랏슈,2,,
초월자의 진의 - 피스메이커,33f295e14838c07e63b3f74b808d793a,나이트,보조장비,천마 섬광,2,,
초월자의 진의 - 하이랜더,b7214b1c54d5198442f3f9d936e5ec9a,마창사,보조장비,오러 포스 재블린,2,,
초월자의 진의 - 하이랜더,b7214b1c54d5198442f3f9d936e5ec9a,마창사,보조장비,공아,2,,
초월자의 진의 - 헤비배럴,5005f9ccc99fc025d4646dce84eff698,거너(여),보조장비,에인션트 트리거,2,,
초월자의 진의 - 헤비배럴,5005f9ccc99fc025d4646dce84eff698,거너(여),보조장비,양자 폭탄,2,,
초월자의 진의 - 헬벤터,3fdd59f440069671df20fb1210a27e29,귀검사(남),보조장비,익스트림 오버킬,2,,
초월자의 진의 - 헬벤터,3fdd59f440069671df20fb1210a27e29,귀검사(남),보조장비,레이징 퓨리,2,,
초월자의 진의 - 헬카이트,2d66e8b187a66742639a301815756772,프리스트(여),보조장비,화형,2,,
초월자의 진의 - 헬카이트,2d66e8b187a66742639a301815756772,프리스트(여),보조장비,고결한 격노,2,,
초월자의 진의 - 홀리오더(배틀),87f59bd35a3ea959a40239703c7363e0,프리스트(남),보조장비,아포칼립스,2,,
초월자의 진의 - 홀리오더(배틀),87f59bd35a3ea959a40239703c7363e0,프리스트(남),보조장비,참회의 망치,2,,
초월자의 진의 - 홀리오더(버프),04230b06fa61e21608c0d190fd3e42fe,프리스트(남),보조장비,아포칼립스,2,,
초월자의 진의 - 홀리오더(버프),04230b06fa61e21608c0d190fd3e42fe,프리스트(남),보조장비,생명의 원천,2,,
투신의 부적 - 듀얼리스트,e1e840ecd8c7b45ceb9826800835544c,마창사,보조장비,파동연환창,2,,
투신의 부적 - 런처(남),8a4d6761771794d73a63e8ad86815dc3,거너(남),보조장비,M-3 화염방사기,2,,
투신의 부적 - 런처(여),89d915a2cdf654df161b737686c0f480,거너(여),보조장비,M-3 화염방사기,2,,
투신의 부적 - 레인저(남),afd2440019ce62e0e5076d230a842a35,거너(남),보조장비,건가드,2,,
투신의 부적 - 레인저(여),04dba8a7840e20f4cc0b6b5be4011bb0,거너(여),보조장비,건가드,2,,
투신의 부적 - 뱅가드,9b2e53a47b528562dd9e2123e47f3463,마창사,보조장비,크레센트 슬래쉬,2,,
투신의 부적 - 빙결사,7f1e56cf00c76b83654e4e04daf5bca1,마법사(남),보조장비,설화연창,2,,
투신의 부적 - 소드마스터,0359e74dc7ce1e7e3e789a651280d69f,귀검사(여),보조장비,반격,2,,
투신의 부적 - 엘레멘탈 바머,853add641818c2d0548eaebc8fee00cb,마법사(남),보조장비,엘레멘탈 실드,2,,
투신의 부적 - 엘레멘탈마스터,5c3fabd7c8ea093cb920318a70b2aaa1,마법사(여),보조장비,보이드,2,,
투신의 부적 - 웨펀마스터,9cda24e766938227d8884424d036cac4,귀검사(남),보조장비,이면 뒤집기,2,,
헤라의 수호 - 갓핸드,f4241f2aadd782f8b9bb057890ac6b0f,프리스트(남),보조장비,드라이아웃,2,,
헤라의 수호 - 검마,790feae68ba627aecbb5bfad9d681435,귀검사(여),보조장비,탐욕의 번제,2,,
헤라의 수호 - 검성,70ae9ac81756c7c3ad02cadf4aab7e13,귀검사(남),보조장비,극 귀검술 : 참철식,2,,
헤라의 수호 - 검호,6659c97d0a4580ba0950db849dbe361e,귀검사(여),보조장비,삼매진화,2,,
헤라의 수호 - 광호제,6a12b1878c408b84652d4b5ae0a28c2e,격투가(남),보조장비,넨의 극의,2,,
헤라의 수호 - 나이트메어,45c6e6348e0de762ef40d96de549f5de,도적,보조장비,배후습격,2,,
헤라의 수호 - 노블레스,824809e2109474b600668afb4ca598d0,귀검사(여),보조장비,참격혼,2,,
헤라의 수호 - 대암흑천,019c2cce178205ed21f6f4ff1f63964b,귀검사(남),보조장비,심안,2,,
헤라의 수호 - 데스브링어,fa844acd0a6a1300e0d7ec447cb5b1cb,도적,보조장비,학살자의 공포,2,,
헤라의 수호 - 데스페라도,02dfd16f65b7576b3605cf1aa9102173,거너(남),보조장비,죽음의 표식,2,,
헤라의 수호 - 독왕,e0088fad26cbcd390d71bc8f98b6e1c2,격투가(여),보조장비,혈관을 흐르는 맹독,2,,
헤라의 수호 - 둠스가디언,61ba7d466aea9fdfe069665bcb8ced98,프리스트(남),보조장비,악몽,2,,
헤라의 수호 - 램페이저,600dc5c9594ec9d62d8600aa3f8aecec,마창사,보조장비,어둠의 지배자,2,,
헤라의 수호 - 레버넌트,5ea7cdd0246ce8e2bed51349bc9cff58,마창사,보조장비,마창 지배,2,,
헤라의 수호 - 레비아탄,a9d0c106ddfaf2f13ee2d997d10266b6,마창사,보조장비,잔류 감각,2,,
헤라의 수호 - 마왕,39b5ef6826d0064321311bdf2343379a,나이트,보조장비,형질전환,2,,
헤라의 수호 - 마이스터,75b1c5c86f6c874947cbb4f9caa9af7e,거너(남),보조장비,최후의 투지,2,,
헤라의 수호 - 메탈하트,e12bc13eb018e84bb813f09188fa864f,거너(여),보조장비,G 익스텐션,2,,
헤라의 수호 - 무극,3792edb9520912f28df837b29fbb67c6,격투가(남),보조장비,효율적인 연소,2,,
헤라의 수호 - 문엠프레스,bf638d46afa74bde2381032de4e18005,마법사(여),보조장비,스피릿 본드,2,,
헤라의 수호 - 발키리,c05192e449953e5ce569f106ad19bd00,거너(여),보조장비,병기강화,2,,
헤라의 수호 - 백화요란,3b3fe7b0c254b024b968d67c4c819cab,격투가(여),보조장비,흩날리는 천염화,2,,
헤라의 수호 - 벨라트릭스,0137c51b69d8e02279adeb5e28495d9c,마법사(여),보조장비,배틀 그루브,2,,
헤라의 수호 - 블래스터,215730399909fb3b1ca070bc7bbe614c,거너(남),보조장비,스펙트럴 서치 아이,2,,
헤라의 수호 - 블러디아,28114720ad0ad53875c63c886a99bbe3,거너(여),보조장비,베일드 컷,2,,
헤라의 수호 - 센티넬,76be4bd2289f42f8d0df90a0de1a6fb2,나이트,보조장비,글로리 오브 더 라이트,2,,
헤라의 수호 - 소울테이커,fe42247470830343e56a3a9239870637,귀검사(남),보조장비,칠흑의 공포,2,,
헤라의 수호 - 스톰브링어,7f39f4630ad97086c6319f766d8e4926,마법사(남),보조장비,풍신의 힘,2,,
헤라의 수호 - 신녀,bfde8300a251b597e6695c42a348e565,프리스트(여),보조장비,신룡의 여의주,2,,
헤라의 수호 - 신세이어,7ed911721844a47ab9ddc16ac493a454,프리스트(여),보조장비,죄를 고하는자,2,,
헤라의 수호 - 실버문,5a403f1b51f109a0f957840b23e90ef1,도적,보조장비,문아크,2,,
헤라의 수호 - 아크메이지,6fa6aafbb4b752314fff5bfb47aa8645,마법사(여),보조장비,마력 증폭,2,,
헤라의 수호 - 암제,65475463018b34da1378828442c9c6bb,귀검사(여),보조장비,충실한 종,2,,
헤라의 수호 - 에반젤리스트,f509af3caee37a1b6413e99d0cef9265,프리스트(여),보조장비,신실한 열정,2,,
헤라의 수호 - 와일드 카드,a8da12f596383143a72f6caa9c6615a7,총검사,보조장비,리인포스 파이어,2,,
헤라의 수호 - 용투사,eeed4cad96cc681a4c3489bc0bce733f,프리스트(남),보조장비,투기 발산,2,,
헤라의 수호 - 워록,f8093ee28752d3b6a0c85f577ae1161a,마법사(남),보조장비,페이탈 엘레멘트,2,,
헤라의 수호 - 이레귤러,bc8df29b229a253275f7dd2a102bb689,마법사(남),보조장비,운명왜곡,2,,
헤라의 수호 - 이즈나비,1834b41d6af4f37e0c0a17010427b0b9,도적,보조장비,초열혼폭술,2,,
헤라의 수호 - 인포서,3aaa2c3b08b1433f2c3b3bc23c77942e,총검사,보조장비,결의,2,,
헤라의 수호 - 자이언트,c1bbeb1a7f8a55325d030137fada6319,격투가(남),보조장비,반격,2,,
헤라의 수호 - 제너럴,ed72551a5ea7b44f1645e69abba39014,거너(남),보조장비,듀얼 플리커,2,,
헤라의 수호 - 챔피언,635965cee8e8626256c8cca25a9464e8,격투가(여),보조장비,스탬피드,2,,
헤라의 수호 - 천수나한,dca2a48ddd825af74e577c789baafad4,격투가(남),보조장비,천수천안,2,,
헤라의 수호 - 코어 마스터,8fbb5afeda2290bc28fe5c900ee58b9b,총검사,보조장비,앰플리파이,2,,
헤라의 수호 - 타이런트,9126323e20cf98077538240f80484ece,나이트,보조장비,드래곤포스,2,,
헤라의 수호 - 토네이도,03169fbbd3c711fcf1f9737929612340,격투가(여),보조장비,옷깃 잡기,2,,
헤라의 수호 - 트릭스터,9d5c5642899a6d8a39770774801fb003,마법사(여),보조장비,성공 예감,2,,
헤라의 수호 - 프로즌하트,fabc51e337f5f0b2c76aa093a720b2fd,마법사(남),보조장비,툰드라의 가호,2,,
헤라의 수호 - 피스메이커,0ec71568df1c2b48598534fc1ff3d8ff,나이트,보조장비,대자연의 가호,2,,
헤라의 수호 - 하이랜더,e0736d958c5eeea522e8c9c722db1ebf,마창사,보조장비,미라지 스트림,2,,
헤라의 수호 - 헤비배럴,48c07bd41470c96837d5d3477e2e3624,거너(여),보조장비,오버 히트,2,,
헤라의 수호 - 헬벤터,d07e86400b7db0d6c0ae34f45c0964ba,귀검사(남),보조장비,선혈의 추억,2,,
헤라의 수호 - 헬카이트,7ef2d069d729fef37a21ce3122b490b5,프리스트(여),보조장비,이단의 낙인,2,,
헤라의 수호 - 홀리오더,998304584a5c8146f4c846217551486f,프리스트(남),보조장비,신념의 오라,2,,
황가의 비급 - 갓핸드,c00ad381e83bc5a29f361dff93af5671,프리스트(남),보조장비,드라이아웃,2,,
황가의 비급 - 검마,2d11fdae799534bfda638591dc8c60d7,귀검사(여),보조장비,탐욕의 번제,2,,
황가의 비급 - 검성,09e9274c6fdc2101e0d2fb7c5695ff47,귀검사(남),보조장비,극 귀검술 : 참철식,2,,
황가의 비급 - 검호,7fcde4775220a2b44793bb04ea77f546,귀검사(여),보조장비,삼매진화,2,,
황가의 비급 - 광호제,7241e3654601afc5d1098fb3f7d81a0f,격투가(남),보조장비,넨의 극의,2,,
황가의 비급 - 노블레스,ddb460be918e87cb3b9940736b15c9ea,귀검사(여),보조장비,참격혼,2,,
황가의 비급 - 대암흑천,080eb16baf3d78a770c376ac5c240071,귀검사(남),보조장비,심안,2,,
황가의 비급 - 데스브링어,6d2f182746d1b5f163dd16fcead1c660,도적,보조장비,학살자의 공포,2,,
황가의 비급 - 데스페라도,d1dda3b4d0a0f734f18e9b2f751a6986,거너(남),보조장비,죽음의 표식,2,,
황가의 비급 - 독왕,aac89282474793a92e0220b0ce696c41,격투가(여),보조장비,혈관을 흐르는 맹독,2,,
황가의 비급 - 둠스가디언,c394d1b17d0c875d592fc9b56f1836d5,프리스트(남),보조장비,악몽,2,,
황가의 비급 - 램페이저,73e9e9f54e4f8bde709fe4702ff03ac8,마창사,보조장비,어둠의 지배자,2,,
황가의 비급 - 레버넌트,7c58e99e3fc1a676c5c3bde385aaa7b6,마창사,보조장비,마창 지배,2,,
황가의 비급 - 레비아탄,6f8d18642206482227609d31eab84cc0,마창사,보조장비,잔류 감각,2,,
황가의 비급 - 마왕,a24e2da535152c5b61b6d08e11d55c90,나이트,보조장비,형질전환,2,,
황가의 비급 - 마이스터,4003702f9667665ca5f19a88f6287d37,거너(남),보조장비,최후의 투지,2,,
황가의 비급 - 메탈하트,e4eaa17db86541a22200717ab325a674,거너(여),보조장비,G 익스텐션,2,,
황가의 비급 - 무극,4c699e1a0f694c5fab399ba16ea0cad2,격투가(남),보조장비,효율적인 연소,2,,
황가의 비급 - 문엠프레스,9f1386ab5db751483449c2784a83dc99,마법사(여),보조장비,스피릿 본드,2,,
황가의 비급 - 발키리,0cbf6a48387b90f4ddd31f6cdc7917ba,거너(여),보조장비,병기강화,2,,
황가의 비급 - 백화요란,166993a1372187f95e0982c5ccfa9a46,격투가(여),보조장비,흩날리는 천염화,2,,
황가의 비급 - 뱀파이어,f902924e792c55c56bf55d2838a3d90c,마법사(남),보조장비,어밴던,2,,
황가의 비급 - 벨라트릭스,cae601172975fd71090271c83627c1d9,마법사(여),보조장비,배틀 그루브,2,,
황가의 비급 - 블래스터,577da560e315b16a8f2863bdc0bf7fba,거너(남),보조장비,스펙트럴 서치 아이,2,,
황가의 비급 - 블러디아,73dd7404f91cddb961981a73eb7bd3f9,거너(여),보조장비,베일드 컷,2,,
황가의 비급 - 센티넬,82f531e9dba3d200816da445a7de4ec5,나이트,보조장비,글로리 오브 더 라이트,2,,
황가의 비급 - 소울테이커,a9a74f9b17b1511e94ec24be996d7e42,귀검사(남),보조장비,칠흑의 공포,2,,
황가의 비급 - 스톰브링어,6d5e0af618a785bf5dbd9d193e1dae98,마법사(남),보조장비,풍신의 힘,2,,
황가의 비급 - 신녀,72876e8137d80a1fe39424cea6ba825b,프리스트(여),보조장비,신룡의 여의주,2,,
황가의 비급 - 신세이어,860575b7f021930fa58e9c9e391b4f14,프리스트(여),보조장비,죄를 고하는자,2,,
황가의 비급 - 실버문,8d91d054dbbcd234f17634ebc1efa4da,도적,보조장비,문아크,2,,
황가의 비급 - 아크메이지,e326cb4314437e828535d1ac4b09436b,마법사(여),보조장비,마력 증폭,2,,
황가의 비급 - 암제,04f4f98f13b53ff6e484d6f510155372,귀검사(여),보조장비,충실한 종,2,,
황가의 비급 - 에반젤리스트,b6ba8502983dbda4128ac05e07b6eb45,프리스트(여),보조장비,신실한 열정,2,,
황가의 비급 - 와일드 카드,65d1954a1fd19d744221f0df5838632c,총검사,보조장비,리인포스 파이어,2,,
황가의 비급 - 용투사,67e3b706a5218033c0ed81b5feb50b9b,프리스트(남),보조장비,투기 발산,2,,
황가의 비급 - 워록,21c8091d31ccd310051afb4776644674,마법사(남),보조장비,페이탈 엘레멘트,2,,
황가의 비급 - 이레귤러,7479a80b5a819e84ea4b9ee2fdc0f15d,마법사(남),보조장비,운명왜곡,2,,
황가의 비급 - 이즈나비,6d07c746e6509234310f00cc76f572d9,도적,보조장비,초열혼폭술,2,,
황가의 비급 - 인포서,88c3350264c6980ef72f9b8b61c381c2,총검사,보조장비,결의,2,,
황가의 비급 - 자이언트,edafbbee0d360ef52aa834513c5d654d,격투가(남),보조장비,반격,2,,
황가의 비급 - 제너럴,c23f6880e0be2e2e893a3e4df56cc124,거너(남),보조장비,듀얼 플리커,2,,
황가의 비급 - 챔피언,1ce7814ec78eb403445acbb99eba8a73,격투가(여),보조장비,스탬피드,2,,
황가의 비급 - 천수나한,2d3833eb5d81d0c85602bdd6d32dd938,격투가(남),보조장비,천수천안,2,,
황가의 비급 - 코어 마스터,676b88f38b8cf9e807b926968e246468,총검사,보조장비,앰플리파이,2,,
황가의 비급 - 타이런트,c4f805fc63a543edaffe195e564aa974,나이트,보조장비,드래곤포스,2,,
황가의 비급 - 토네이도,01b930ff57cbdb93e4685a24205fa2cc,격투가(여),보조장비,옷깃 잡기,2,,
황가의 비급 - 트릭스터,53298f0591b60f27330a9dab4852530a,마법사(여),보조장비,성공 예감,2,,
황가의 비급 - 프로즌하트,a99f9afe801f2363335c6dc0f2889be4,마법사(남),보조장비,툰드라의 가호,2,,
황가의 비급 - 피스메이커,99077deb764dff182f684072cd1a44b4,나이트,보조장비,대자연의 가호,2,,
황가의 비급 - 하이랜더,7e00c02bfaf1eb244f961a59afe66618,마창사,보조장비,미라지 스트림,2,,
황가의 비급 - 헤비배럴,b7717bbf7f75ebe946821432050cfb34,거너(여),보조장비,오버 히트,2,,
황가의 비급 - 헬벤터,c39d27fd6ee545dc73c15297bc432af0,귀검사(남),보조장비,선혈의 추억,2,,
황가의 비급 - 헬카이트,9145820ce86356205d14b81a06ff3915,프리스트(여),보조장비,이단의 낙인,2,,
황가의 비급 - 홀리오더,dbed738314370210ef6c45d4037211e3,프리스트(남),보조장비,신념의 오라,2,,
히만 스텔라의 노래 - 런처(남),de3c6fd7a82e6f5b08c8e10d77e57bbd,거너(남),보조장비,M-3 화염방사기,2,,
히만 스텔라의 노래 - 런처(여),ff44de2717b473d5e7b1d1b8f922d40b,거너(여),보조장비,M-3 화염방사기,2,,
히만 스텔라의 노래 - 레인저(남),f62b91b6c6653fbffcde9ad721111a14,거너(남),보조장비,건가드,2,,
히만 스텔라의 노래 - 레인저(여),93e2e7a2aed6a5d40630c4df13c6083c,거너(여),보조장비,건가드,2,,
힐스의 감각 : 암 워머 - 엘레멘탈 마스터 (명),69714c8ab4519eab97bc441a2970578c,마법사(여),보조장비,썬버스트 강화,2,,
힐스의 감각 : 암 워머 - 엘레멘탈 마스터 (수),79e829fd18a245f9d0283fad966cb94e,마법사(여),보조장비,칠링 팬스 강화,2,,
힐스의 감각 : 암 워머 - 엘레멘탈 마스터 (암),a83d4b39a5df29d9fe913076fb9a3e47,마법사(여),보조장비,보이드 강화,2,,
힐스의 감각 : 암 워머 - 엘레멘탈 마스터 (화),d73a95be9def178108fc52f5a1bc93af,마법사(여),보조장비,플레임 스트라이크 강화,2,,
그릭시스의 손목보호대,900f7db76e5e9625faf7922fee8927a3,거너(남),보조장비,패스티스트 건,3,,
그릭시스의 손목보호대,900f7db76e5e9625faf7922fee8927a3,거너(남),보조장비,듀얼 플리커,3,,
그릭시스의 손목보호대,900f7db76e5e9625faf7922fee8927a3,거너(여),보조장비,패스티스트 건,3,,
(구)카르텔의 투척 장갑,d927ad49ad2e468288d27d34731f8d1c,격투가(여),보조장비,이중 투척,5,,
(구)카르텔의 투척 장갑,d927ad49ad2e468288d27d34731f8d1c,격투가(남),보조장비,뒷골목 싸움법,5,,
카르텔의 투척 장갑,bb339cd9f4754c5b65838e0bc9ee2f9a,격투가(여),보조장비,이중 투척,5,,
카르텔의 투척 장갑,bb339cd9f4754c5b65838e0bc9ee2f9a,격투가(남),보조장비,뒷골목 싸움법,5,,
검은빛 기운,10f436d0cc7913bb7d9dec70e2fc0217,공통,보조장비,모든 스킬,35,35,1
파묻힌 비명의 기억,1c211d52b91572ffd4a5fe03e99a3891,공통,보조장비,모든 스킬,40,70,1
목각인형 제조서 : 검,a39871580549ca766c42dc8cbb5b88ca,귀검사(남),보조장비,모든 스킬,45,45,4
목각인형 제조서 : 검,a39871580549ca766c42dc8cbb5b88ca,다크나이트,보조장비,모든 스킬,45,45,4
목각인형 제조서 : 검,a39871580549ca766c42dc8cbb5b88ca,귀검사(여),보조장비,모든 스킬,45,45,4
목각인형 제조서 : 검,a39871580549ca766c42dc8cbb5b88ca,나이트,보조장비,모든 스킬,45,45,4
목각인형 제조서 : 권,150b2cc2e10314f049e0e6a7dc97177c,격투가(여),보조장비,모든 스킬,45,45,4
목각인형 제조서 : 권,150b2cc2e10314f049e0e6a7dc97177c,격투가(남),보조장비,모든 스킬,45,45,4
목각인형 제조서 : 월,ccf0e9b6aeaa31bcccc94d29e58331f8,프리스트(남),보조장비,모든 스킬,45,45,4
목각인형 제조서 : 월,ccf0e9b6aeaa31bcccc94d29e58331f8,프리스트(여),보조장비,모든 스킬,45,45,4
목각인형 제조서 : 편,be83f553fa5af37f4e34d655d7b6b8bc,도적,보조장비,모든 스킬,45,45,4
피쉬 볼 라인,09f94f789d7e729a6d0f5df17bf16ea8,공통,보조장비,모든 스킬,45,80,2
고명한 장군의 전략서,72aac9e79bc9864e4003588890d31954,공통,보조장비,모든 스킬,48,50,1
무언의 건설자 장갑,a7d285c88e399f8779dd977589eba76c,공통,보조장비,모든 스킬,48,48,2
붉게 물든 서녘의 모자,3f531408b29ae7f0d677fc5e2287a921,공통,보조장비,모든 스킬,48,50,1
고명한 장군의 전략서,72aac9e79bc9864e4003588890d31954,공통,보조장비,모든 스킬,85,85,1
무언의 건설자 장갑,a7d285c88e399f8779dd977589eba76c,공통,보조장비,모든 스킬,85,85,1
강습맹룡곤,4db66bb4b1dd01bb30564a72cb876434,마법사(여),봉,체이서 : 암(暗),1,,
강습맹룡곤,4db66bb4b1dd01bb30564a72cb876434,마법사(여),봉,쇄패,1,,
강습맹룡곤,4db66bb4b1dd01bb30564a72cb876434,마법사(남),봉,소닉 무브,1,,
강습맹룡곤,4db66bb4b1dd01bb30564a72cb876434,마법사(남),봉,싹쓸바람,1,,
공작도약,9bfb983094d62317604220de6abdc301,마법사(여),봉,체이서 : 명(明),1,,
뇌신곤,685026d3e2be650afb930e5198d6ac39,마법사(여),봉,체이서 : 명(明),1,,
뇌신곤,685026d3e2be650afb930e5198d6ac39,마법사(여),봉,봉 마스터리,1,,
뇌신곤,685026d3e2be650afb930e5198d6ac39,마법사(남),봉,삭풍,1,,
뇌신곤,685026d3e2be650afb930e5198d6ac39,마법사(남),봉,휘몰아치는 질풍의 봉 마스터리,1,,
달인의 강습맹룡곤,be1211120b5010bd82bdd03a1389d15c,마법사(여),봉,체이서 : 무(無),1,,
달인의 강습맹룡곤,be1211120b5010bd82bdd03a1389d15c,마법사(여),봉,체이서 : 암(暗),1,,
달인의 강습맹룡곤,be1211120b5010bd82bdd03a1389d15c,마법사(여),봉,쇄패,1,,
달인의 강습맹룡곤,be1211120b5010bd82bdd03a1389d15c,마법사(남),봉,소닉 무브,1,,
달인의 강습맹룡곤,be1211120b5010bd82bdd03a1389d15c,마법사(남),봉,싹쓸바람,1,,
덴디 마로우,e975d4a4eb33a77ef2edf2464dc7adc4,마법사(여),봉,체이서 : 수(水),1,,
덴디 마로우,e975d4a4eb33a77ef2edf2464dc7adc4,마법사(여),봉,봉 마스터리,1,,
덴디 마로우,e975d4a4eb33a77ef2edf2464dc7adc4,마법사(남),봉,회오리 바람,1,,
덴디 마로우,e975d4a4eb33a77ef2edf2464dc7adc4,마법사(남),봉,휘몰아치는 질풍의 봉 마스터리,1,,
러브러브! 크리스탈 트윙클 매직샷,11a1a903eece12e93818c5d25f7a2274,마법사(여),봉,테아나 변신~!!,1,,
러브러브! 크리스탈 트윙클 매직샷,11a1a903eece12e93818c5d25f7a2274,마법사(남),봉,볼텍스 허리케인,1,,
마법으로 봉인된 골드 스틱,03779987dc45481e40a4c28116bdcb3f,마법사(여),봉,퓨전 체이서,1,,
마법으로 봉인된 골드 스틱,03779987dc45481e40a4c28116bdcb3f,마법사(남),봉,폭풍의 눈,1,,
마법으로 봉인된 글래스 스틱,1555c4d697b3255da9eab6269a561781,마법사(여),봉,체이서 : 무(無),1,,
마법으로 봉인된 글래스 스틱,1555c4d697b3255da9eab6269a561781,마법사(남),봉,삭풍,1,,
마법으로 봉인된 스타크 로즈,af4a2cc7eb9f6148460897027a1e7cff,마법사(여),봉,강습유성타,1,,
마법으로 봉인된 스타크 로즈,af4a2cc7eb9f6148460897027a1e7cff,마법사(남),봉,폭풍의 눈,1,,
마법으로 봉인된 실버 스틱,b8bca7d8585098ddae1777b2dc583dab,마법사(여),봉,체이서 : 화(火),1,,
마법으로 봉인된 실버 스틱,b8bca7d8585098ddae1777b2dc583dab,마법사(남),봉,싹쓸바람,1,,
마법으로 봉인된 에르텔 스틱,e9d8cdd64b18a02209e28de0260d515a,마법사(여),봉,강습유성타,1,,
마법으로 봉인된 에르텔 스틱,e9d8cdd64b18a02209e28de0260d515a,마법사(여),봉,체이서 : 무(無),1,,
마법으로 봉인된 에르텔 스틱,e9d8cdd64b18a02209e28de0260d515a,마법사(남),봉,휘몰아치는 바람,1,,
마법으로 봉인된 에르텔 스틱,e9d8cdd64b18a02209e28de0260d515a,마법사(남),봉,회오리 바람,1,,
마법으로 봉인된 코퍼 스틱,cdcfda8921af5bbb75ee69ad3e2ccb39,마법사(여),봉,원무곤,1,,
마법으로 봉인된 코퍼 스틱,cdcfda8921af5bbb75ee69ad3e2ccb39,마법사(남),봉,회오리 바람,1,,
마법으로 봉인된 크리스탈 스틱,faa68558b1193e0ae0bc712f028f9b07,마법사(여),봉,황룡천공,1,,
마법으로 봉인된 크리스탈 스틱,faa68558b1193e0ae0bc712f028f9b07,마법사(남),봉,스톰 스트라이크,1,,
마법으로 봉인된 플래티넘 스틱,927bc1018cdd88c8398aa9476b6af48a,마법사(여),봉,강습유성타,1,,
마법으로 봉인된 플래티넘 스틱,927bc1018cdd88c8398aa9476b6af48a,마법사(남),봉,휘몰아치는 바람,1,,
마스터 오브 체이서,8eb1bd26badbf88713edaf761ae4baeb,마법사(여),봉,봉 마스터리,1,,
마스터 오브 체이서,8eb1bd26badbf88713edaf761ae4baeb,마법사(남),봉,휘몰아치는 질풍의 봉 마스터리,1,,
무신의 기운이 담긴 스틱,5d5f3791b2a999fab4283ddfe4008526,마법사(여),봉,모든 스킬,1,80,1
무신의 기운이 담긴 스틱,5d5f3791b2a999fab4283ddfe4008526,마법사(남),봉,모든 스킬,1,80,1
무신의 기운이 담긴 스틱,5d5f3791b2a999fab4283ddfe4008526,크리에이터,봉,모든 스킬,1,80,1
미스티 로즈,7a2111c8fd0ec422ac4369dada1751aa,마법사(여),봉,봉 마스터리,1,,
미스티 로즈,7a2111c8fd0ec422ac4369dada1751aa,마법사(남),봉,휘몰아치는 질풍의 봉 마스터리,1,,
바이올렛 레이,363c377951c0f8e70205d95c4ec59f8d,마법사(여),봉,체이서 : 화(火),1,,
바이올렛 레이,363c377951c0f8e70205d95c4ec59f8d,마법사(여),봉,체이서 : 암(暗),1,,
바이올렛 레이,363c377951c0f8e70205d95c4ec59f8d,마법사(남),봉,삭풍,1,,
바이올렛 레이,363c377951c0f8e70205d95c4ec59f8d,마법사(남),봉,소닉 무브,1,,
성물 : 니트라스의 크리스탈 스틱,7130360147c021d6933957c77d7bdabd,마법사(여),봉,모든 스킬,1,50,1
성물 : 니트라스의 크리스탈 스틱,7130360147c021d6933957c77d7bdabd,마법사(남),봉,모든 스킬,1,50,1
